Année;Trimestre;code typeProd;typeprod;NB;MW
2017;1;400;Bio énergie;20;9.27
2017;1;600;Autres;1;0.05
2017;1;500;Cogénération;14;61.19
2017;1;200;Eolien;27;228.86
2017;1;300;Hydraulique;24;15.75
2017;1;100;Photovoltaïque;3753;74.8
